餐廳名稱,城市
陳家蚵捲,台南市
詠純冰品,台南市
台邦商旅-帕莎西餐廳,台南市
富霖宴會館-港式飲茶,台南市
桂記手工水餃館,台南市
四季味湯包食堂,台南市
阿銘鱔魚意麵,台南市
億達食品企業有限公司,台南市
王西勢食品行,台南市
喜多鄉味肉粽,台南市
阿麗阿珍花生糖,台南市
大灣阿茂阿豪花生糖,台南市
陳記大灣粿仔,台南市
施家羊肉,台南市
謝清受蚵仔粥,台南市
銘記煎粿,台南市
一心山羊肉,台南市
瓜瓜園地瓜生態故事館(觀光工廠),台南市
東發號春捲,台南市
崙頂仔肉粿,台南市
福仔米糕,台南市
老牛伯豬血豬肺粿專賣店,台南市
山龍亭蛇肉店,台南市
玉井之門,台南市
福來梅仔雞,台南市
大眾餐飲,台南市
太山梅子雞,台南市
牛稠埔肉粽,台南市
阿輝土雞城鳳梨苦瓜雞,台南市
克義小吃,台南市
乙旺魯麵,台南市
新埔米粿,台南市
鴨肉大王,台南市
凱旋餐廳,台南市
德春米糕,台南市
碗粿蘭,台南市
炎山碗粿,台南市
樂腳林草魚粥,台南市
裕益碗粿王,台南市
老鄧牛肉麵,台南市
包仔福佳里肉圓,台南市
佳里農會邊切仔麵,台南市
百年老店 大腸粥,台南市
西品蝦仁爌肉飯,台南市
外國安虱目魚專賣店,台南市
安哥海產店,台南市
豐海鮮漁府,台南市
萬鍛陽春麵,台南市
學甲鵝肉,台南市
永通虱目魚粥,台南市
廣益虱目魚丸,台南市
秀碧蚵嗲,台南市
福隆餐館,台南市
吳記燒酒螺,台南市
老施牛肉麵,台南市
阿松臭豆腐,台南市
新營阿宗肉丸,台南市
華味香鴨肉羹-延平店,台南市
華味香鴨肉羹 新進店,台南市
華味香鴨肉羹三店,台南市
老鄧包子店,台南市
康樂胚芽意麵,台南市
包仔師胚芽意麵,台南市
民雄海產餐廳,台南市
新營阿忠豆菜麵,台南市
特味香香腸專賣店,台南市
延平砂鍋魚頭,台南市
後壁冰糖醬鴨 (Houbi Crystal Sugar Braised Duck),台南市
白河鴨頭,台南市
吳記豆菜麵,台南市
竹門鈺雪冰枝店,台南市
店仔口肉丸,台南市
東山排骨酥,台南市
合記東山鴨頭,台南市
日喜豆花,台南市
張記東山肉圓,台南市
阿文肉丸大腸,台南市
良賓山海產店,台南市
口福羊肉店,台南市
大麵耀豆菜麵,台南市
阿興168燻茶鵝,台南市
阿興168鵝肉餐廳,台南市
臺南市柳營區農會田媽媽,台南市
小腳腿羊肉店,台南市
鹽水豆簽羹,台南市
林家肉圓,台南市
銀鋒冰果室,台南市
阿桐意麵,台南市
顏清安鹽水意麵,台南市
八角樓當歸鴨,台南市
鹽水煎包,台南市
一等涼冬瓜原汁,台南市
國正食堂,台南市
新市豬腳,台南市
新市大胖海產40年老店,台南市
姑婆麵,台南市
世芳軒花生糖，麻花捲,台南市
中崙粿仔伯的店,台南市
港口魠魚焿,台南市
黑橋牌食品,台南市
松稜食品,台南市
周氏蝦捲,台南市
銀波布丁,台南市
兩角銀古早味冬瓜茶,台南市
椿之味薏仁湯,台南市
延齡堂-高粱酸白菜火鍋,台南市
八老爺車站-乳牛的家,台南市
錢來也雜貨瓦斯行,台南市
田媽媽下營鵝肉美食店,台南市
施家小卷米粉,台南市
杜蝦仁肉丸,台南市
客再來當歸鴨,台南市
正下大道米糕店,台南市
天王牛排,台南市
天王牛排,台南市
冬瓜寶冬瓜茶冷飲專賣店,台南市
臺南府城 吳萬春蜜餞,台南市
寮國咖啡,台南市
阿卿杏仁茶,台南市
助仔牛肉湯,台南市
阿松割包,台南市
沙淘宮菜粽,台南市
南方澳芋冰城,台南市
共益冰果室,台南市
新營小燒餅,台南市
台南桂田酒店,台南市
明治屋餐廳,台南市
駱駝咖啡館,台南市
六穎陶秀,台南市
橋南美食咖啡,台南市
萬味珍,台南市
草山月世界308高地休閒農場桶仔雞,台南市
大內豆菜麵,台南市
鄭記碗粿,台南市
新化王家燻羊肉,台南市
瓜瓜園,台南市
阿裕牛肉湯,台南市
紅屋頂,台南市
陳家手工豆花,台南市
萬味香醬園門市部,台南市
臻品周氏泡菜,台南市
忠味麵館,台南市
井選,台南市
街役場古蹟餐坊 Historical Township Office Restaurant,台南市
Kaluwa 泰式音樂餐廳,台南市
一芝紅大旺來烘焙坊,台南市
二空村長張家涼麵,台南市
趙家臘味,台南市
二空燕京蔥油餅,台南市
二層坪梅子雞,台南市
二饌牛肉麵,台南市
三代祖傳碗稞,台南市
烏山咖啡,台南市
三鮮台海鮮平價料理,台南市
千家軒,台南市
士久扁食,台南市
大坑休閒農場,台南市
邱家小卷米粉,台南市
大灣隆冰點,台南市
Mr.Wheat 小麥先生創意料理 - 新市創始店,台南市
小精靈餐飲屋,台南市
山友餐廳,台南市
山頂居甕仔雞美食（關嶺店）,台南市
長春健康素食餐飲連鎖中華店,台南市
五花馬水餃館(台南裕農門市),台南市
公館古早風味餐,台南市
洪牛肉全牛料理-原:天才現宰牛肉爐,台南市
天香園梅仔雞餐廳,台南市
尤記安平養生堂,台南市
文川梅子雞,台南市
木成香菇場,台南市
牛の屋,台南市
無患子生技開發有限公司,台南市
古早厝美味山產快炒,台南市
古都碗粿 東門總店,台南市
古堡蚵仔煎專賣店,台南市
台南蔡虱目魚專賣店,台南市
台糖糖廠冰品,台南市
顏選火雞,台南市
打火兄弟ㄟ麵店,台南市
民權鍋燒意麵,台南市
椰子林美食餐廳,台南市
南化阿蘭餐廳,台南市
白雪冰果室,台南市
石精臼點心城,台南市
立大冰城,台南市
愛文鄉冰島 -台南玉井店,台南市
吉利排骨麵-新市,台南市
如意臭豆腐,台南市
成功醬油新化門市,台南市
玉井有間冰舖芒果冰,台南市
德記古早味汕頭豆花,台南市
百年月津鹽水意麵,台南市
竹香園甕缸雞(總店),台南市
羊城小食店,台南市
老街山產美食,台南市
老鄉長景觀餐廳,台南市
西頭冰城,台南市
宏昌本產羊肉,台南市
新營李家宇航牛肉湯,台南市
里夫蛋糕店,台南市
佳湘西點,台南市
卓仔麵店,台南市
味新餅舖,台南市
味道食品商行不老莊,台南市
呷霸浮水魚羹,台南市
奇美咖啡館,台南市
官記臭豆腐,台南市
岩頂自然休閒坊,台南市
所長茶葉蛋 (新化店),台南市
明新食品總店,台南市
明新食品-歸仁店,台南市
明新食品-東寧二店,台南市
Toka東加和漢創作料理,台南市
東大門韓國烤肉料理,台南市
新化~東成醬油會館,台南市
山里愛玉冰,台南市
東茂餐廳,台南市
東興蚵嗲,台南市
東東宴會式場-華平囍嫁館,台南市
東饌魚翅,台南市
松村煙燻魯味,台南市
林仔土魠魚羹,台南市
林記虱目魚小吃店,台南市
林媽媽鍋燒意麵,台南市
台南武廟肉圓,台南市
河南冰莊,台南市
金加紅龜店,台南市
金得春捲,台南市
阿良碗粿,台南市
石家正阿美綠豆湯,台南市
阿娟咖哩飯鴨肉羹,台南市
阿真肉圓,台南市
阿菊食堂,台南市
阿燕姨冰枝店,台南市
阿龍杏仁茶,台南市
秀里蚵嗲,台南市
保哥黑輪,台南市
保興味食品行,台南市
信仔牛肉湯,台南市
南風冰菓室,台南市
南寶高爾夫球場附設餐廳,台南市
品牛牛肉湯,台南市
品味軒食品行,台南市
姚 燒鳥,台南市
台南度小月担仔面,台南市
度小月擔仔麵,台南市
台南縣洋香瓜合作社,台南市
柑園咖啡,台南市
柚花精釀酵醋,台南市
泉成點心店,台南市
泉威布丁豆花,台南市
洪祖師擔仔麵,台南市
茅廬農莊,台南市
香榭彎咖啡簡餐,台南市
麻豆土魠魚焿,台南市
石精臼蚵仔煎,台南市
唐媽媽早點,台南市
夏家手工魚麵,台南市
嘉昌雞肉飯,台南市
家屋簡餐,台南市
崁頂山野味餐廳土雞城,台南市
泰成水果冰店,台南市
泰味食足,台南市
海王子庭園餐廳,台南市
真真香肉脯行,台南市
張氏農場,台南市
御香咖啡,台南市
清香牛肉湯,台南市
甜園飲冰室,台南市
荷鄉香蓮園,台南市
覓秘複合式咖啡廳,台南市
慶中街郭家綠豆湯,台南市
陳記四川口味臘腸,台南市
尚鮮排骨酥麵,台南市
勝利早點,台南市
周仔進口羊肉,台南市
善化農會冰品休閒中心,台南市
善化啤酒廠,台南市
揚梅吐氣,台南市
景好園咖啡庭園,台南市
琲茶饌,台南市
華味香旗艦店,台南市
進福大灣花生糖-赤崁店,台南市
開源社香雞排（新市店）,台南市
雅品桶仔雞,台南市
雲象泰式餐廳,台南市
黑橋牌香腸博物館,台南市
圓環頂肉粽菜粽,台南市
想像空間美食屋 莊爸泡菜,台南市
福大食品有限公司,台南市
新化老攤鴨蛋糕,台南市
新加坡冰城,台南市
新玉香麻花捲60年老店,台南市
新昌羊肉鵝肉,台南市
新順發行,台南市
新萬香餐廳,台南市
新龍莊土雞城,台南市
楊媽媽菓子工坊 MaMaYang Bakery,台南市
梅嶺楓采榆咖啡,台南市
果農之家,台南市
萬有全食品廠,台南市
葉家小卷米粉,台南市
慶中街豬血湯,台南市
葉陶楊坊人文餐廳,台南市
農舍庭園茶坊,台南市
嘉義廖火雞肉飯,台南市
榮興水果店,台南市
瑪哩咖啡,台南市
瑪莎園,台南市
碳佐麻里日式燒肉 - 台南中華店,台南市
福生小食店,台南市
福來梅仔雞餐廳（楠西店）,台南市
福泰飯桌,台南市
福樓餐廳,台南市
綠色空間,台南市
台南七海魚肚魚皮專賣店,台南市
豪記喜餅,台南市
銀座日式料理,台南市
劉記韭菜盒子,台南市
劉家楊桃湯,台南市
德昌碾米工廠,台南市
慶瑞茶莊,台南市
潤餅林,台南市
磐創作陶坊,台南市
穀倉餐廳,台南市
蔡家米糕,台南市
輝哥本產牛肉爐,台南市
盧記古釀茶鋪,台南市
翰林茶館,台南市
鴨母寮市場垃圾麵,台南市
龍泉岩土雞莊,台南市
龍泉食堂,台南市
嶺景土雞城,台南市
鴻品牛肉湯,台南市
鎮傳四神湯,台南市
香菇蛋,台南市
鬍鬚豬頭飯,台南市
寶芝林燻茶鵝,台南市
寶達香瓜子,台南市
蘭科植物園,台南市
鐵金鋼食品有限公司,台南市
體育公園杏仁豆腐冰,台南市
蠻牛牛肉涮涮鍋,台南市
利達豆花（佳里店）,台南市
阿喬師水粄粥,台南市
安平小舖 安平形象店,台南市
椿友手工烘焙坊,台南市
丹莉蛋捲,台南市
韓匠│韓國食品專賣店,台南市
夢仔哺_Dream Corner,台南市
咖啡部屋,台南市
佛都愛玉,台南市
佛都愛玉佳里旗艦店,台南市
感性魯味,台南市
合口味肉品-麻豆店,台南市
卡布里義廚,台南市
藝術轉角,台南市
六巷手作飲料,台南市
清珠布丁豆花,台南市
時之幸福輕手工蛋捲,台南市
舞鶴燒烤舖,台南市
有點巷,台南市
新鳳鳴茶業有限公司,台南市
阿妙意麵,台南市
陽光菓菓-Sunnygogo dried fruit,台南市
一品塘手工杏仁奶酪,台南市
益生興蜜餞,台南市
東東宴會式場-永大幸福館,台南市
東悅坊,台南市
Bark露天茶飲酒吧,台南市
毛丼 丼飯專門店,台南市
小方舟串燒酒場,台南市
勝立牛肉湯,台南市
西羅殿牛肉湯,台南市
台南市牛家莊牛肉湯,台南市
阿財牛肉湯,台南市
安平林牛肉湯,台南市
億哥牛肉湯後甲店（南紡）,台南市
郭巧味牛肉店,台南市
肯牛城牛肉湯,台南市
圓環牛肉湯,台南市
潘家牛肉湯,台南市
康樂街牛肉湯,台南市
忠嫂牛肉湯,台南市
崇德牛肉湯,台南市
吳家土產牛肉湯,台南市
阿家牛肉湯,台南市
滋養軒,台南市
阿滿牛肉湯,台南市
美鮮牛肉湯,台南市
阿英牛肉湯,台南市
文章牛肉湯,台南市
三大牛肉火鍋,台南市
吉品現宰牛肉清湯,台南市
阿宏牛肉湯,台南市
劉家莊牛肉爐,台南市
好味道牛肉湯,台南市
閻家土產牛肉湯,台南市
阿生牛肉湯,台南市
阿昌牛肉湯,台南市
安仔牛肉,台南市
其森牛肉湯,台南市
牛狀元牛肉湯,台南市
阿超牛肉湯,台南市
順福土產牛肉湯,台南市
順德土產牛肉湯,台南市
福勝牛肉湯,台南市
一品牛肉湯,台南市
新市牛肉清湯,台南市
有的蔬果汁專賣店,台南市
牛之屋牛肉湯,台南市
宇牛肉湯,台南市
小北牛肉湯,台南市
拉麵屋,台南市
Mr.麵王,台南市
虱目魚主題館,台南市
品蓬咖啡,台南市
舊振南台南旗艦店,台南市
段純貞台南小西門,台南市
進福阿梅大灣名產花生糖,台南市
玉井阿月芒果冰,台南市
府城食府正宗台南料理,台南市
小葉布丁,台南市
周氏豆花,台南市
八寶彬圓仔惠,台南市
南泉冰菓室,台南市
藤喜家冰淇淋,台南市
仙仁嫩仙草,台南市
加南一作,台南市
密密一鍋,台南市
興隆居,高雄市
味味香廣東汕頭牛豬羊肉爐,高雄市
老周燒肉飯,高雄市
潮州牛肉店,高雄市
雞老二食補雞湯,高雄市
壹貳樓古蹟餐廳,高雄市
高雄第一家刀削麵,高雄市
成家鴨肉麵,高雄市
徐家料理行,高雄市
康家小燒餅店,高雄市
天福樓小館,高雄市
廣東汕頭勝味飲食店,高雄市
鄧師傅滷味,高雄市
寒軒國際大飯店-觀海軒中餐廳,高雄市
小王牛肉麵,高雄市
龍珠灣餐廳,高雄市
大都邑餐廳,高雄市
康平刀削麵(五彩元寶),高雄市
美濃客家菜,高雄市
四海一家,高雄市
天仁茗茶喫茶趣,高雄市
正忠排骨,高雄市
南臺灣餐飲店,高雄市
懷玉美食,高雄市
燕巢風味外省麵,高雄市
潘順龍福州式手工麵線,高雄市
泥火山圓伯土雞城,高雄市
大中包子店,高雄市
克難美食館,高雄市
余家第一家正老牌刀削麵,高雄市
北方麵食老牌吃吃看,高雄市
三牛(犇)牛肉麵,高雄市
楊記餡餅粥,高雄市
王冠牛肉麵館,高雄市
阿三麵,高雄市
沈家包子,高雄市
鼎泰豐,高雄市
山東姥姥麵食館,高雄市
劉家酸菜白肉火鍋,高雄市
高雄國賓大飯店-川菜廳,高雄市
水源羊肉爐,高雄市
牛老大牛肉館,高雄市
汕頭泉成沙茶火鍋,高雄市
高雄圓山飯店萬壽廳,高雄市
意之仰酸白菜火鍋店,高雄市
宏南福利餐廳,高雄市
咖哩事典,高雄市
陶板屋,高雄市
鈺善閣,高雄市
松野壽喜燒,高雄市
酒田日本料理,高雄市
大八日本料理,高雄市
伊勢屋日式創意料理,高雄市
帕莎蒂娜日本料理 Hashi,高雄市
手築日本料理,高雄市
歐士達平價異國輕食館,高雄市
NEW HOUSE歐風新食館,高雄市
TOMATO PASTA,高雄市
異國麵坊,高雄市
冒煙的喬Smokey Joe's美式墨西哥餐廳,高雄市
lovely童話,高雄市
帕莎蒂娜 駁二倉庫餐廳,高雄市
三民第一公有市場 - 彩秀素食,高雄市
菜根香素食館,高雄市
人道素食餐廳,高雄市
幸福素食館,高雄市
河邊餐廳(素食店),高雄市
恆心齋素食,高雄市
上海素食餐廳,高雄市
佛光素食館,高雄市
慈香庭蔬食餐飲,高雄市
全省素食之家,高雄市
大溝頂阿囉哈滷味,高雄市
國民市場魚丸料理,高雄市
黑輪伯仔,高雄市
清溪小吃部,高雄市
新興第二公有市場 - 香香肉圓,高雄市
鮮焗家,高雄市
月娥鴨肉,高雄市
茗城小吃,高雄市
鹽埕老攤冬粉肉,高雄市
金城鴨肉專門店,高雄市
大溝頂女兒紅小吃店-女兒紅招牌滷味,高雄市
郭家肉粽、碗粿,高雄市
尚芳土魠魚羹,高雄市
555薑母鴨,高雄市
陳家鹽水鴨,高雄市
六合夜市-檸檬愛玉,高雄市
六合夜市-鄭老牌木瓜牛奶,高雄市
六合夜市-方記水餃,高雄市
六合夜市-鱔魚姐鱔魚麵,高雄市
蔡家烏魚子,高雄市
六合夜市海產粥、鹹圓湯,高雄市
六合夜市-土魠魚羹,高雄市
永泰烤鴨夾餅,高雄市
輝哥鱔魚意麵,高雄市
互得惠企業有限公司-珍芳烏魚子禮盒,高雄市
老牌雄米糕店,高雄市
成男生碗粿肉粽,高雄市
菜粽李 菜粽,高雄市
阿嬤古早味,高雄市
阿婆蔥油餅,高雄市
燕巢廟口-大腸香腸專賣攤,高雄市
海青王家燒餅,高雄市
鳳邑麵線,高雄市
南台(雄)記虱目魚粥店,高雄市
南台春捲,高雄市
煎、炒蛋麵,高雄市
冬粉王,高雄市
米糕城,高雄市
鴨肉珍,高雄市
小洞天燒餅,高雄市
倫敦.唐寧街十號英國茶館,高雄市
夏威夷毛伊咖啡,高雄市
尚品咖啡,高雄市
杯子咖啡館,高雄市
天空之城,高雄市
御書房藝廊,高雄市
步道咖啡,高雄市
咖啡鳥義式濃縮咖啡館,高雄市
金礦咖啡,高雄市
淨園機場咖啡休閒農場,高雄市
老爸咖啡,高雄市
美濃客家驛棧擂茶舖,高雄市
春水堂,高雄市
華王大飯店-波麗露咖啡廳,高雄市
順陽古草茶(古早茶),高雄市
老唱片主題咖啡館,高雄市
老牌牛乳大王,高雄市
古典玫瑰園-陽光大飯店,高雄市
50年杏仁茶,高雄市
BIG MA MA義大利麵餐廳,高雄市
佐佐義義大利麵餐廳,高雄市
高廬法式專廚餐廳,高雄市
安多尼歐法式料理,高雄市
躲貓貓義式廚房,高雄市
波隆那義式麵食餐館,高雄市
小城堡法式料理,高雄市
歐啦西班牙館,高雄市
王品台塑牛排館,高雄市
TASTY西堤牛排,高雄市
新國際西餐廳,高雄市
阿瑪雷特,高雄市
帕莎蒂娜義大利屋,高雄市
帕莎蒂娜法式餐廳,高雄市
麗尊酒店-芙悅軒,高雄市
高雄國賓大飯店-粵菜廳,高雄市
華王大飯店-港式飲茶華宮廳,高雄市
華園飯店-旺角港式茶餐廳,高雄市
海光餐廳,高雄市
著火的牛阿根廷烤肉餐廳,高雄市
逐鹿日式炭火燒肉,高雄市
日式無煙燒肉屋,高雄市
老蔡虱目魚粥,高雄市
河邊餐廳,高雄市
萬三海產小吃部,高雄市
紅毛港海鮮餐廳,高雄市
亞洲活海鮮,高雄市
西子灣海鮮餐廳,高雄市
海味澎湖平價活海鮮,高雄市
旗津中洲金聖春活海產,高雄市
海濱海產店,高雄市
王牌豆花,高雄市
高雄婆婆冰,高雄市
貝殼情人,高雄市
品元糖口冷飲工坊,高雄市
光華木瓜牛奶、檸檬王,高雄市
榮泉汽水工廠,高雄市
枝仔冰城,高雄市
旗津手工玉米花專賣店,高雄市
阿綿麻糬,高雄市
九品元黑芝麻糕,高雄市
老周冷熱飲,高雄市
高雄阿婆仔冰,高雄市
渡船頭海之冰,高雄市
杜蘭朵,高雄市
黑狗啤酒館,高雄市
屋頂Roof Lounge,高雄市
C`est La Vie,高雄市
畫堤時尚音樂餐廳,高雄市
燈塔美式酒館,高雄市
漢來大飯店-45F龍蝦酒殿,高雄市
Lamp,高雄市
藍色狂想,高雄市
草舍 The Locals Inn,高雄市
Marsalis Bar 馬沙里斯爵士酒館,高雄市
山寨Live Pub,高雄市
新統一牛排館,高雄市
京城大飯店-風尚西餐廳,高雄市
i River 愛河牛排海鮮自助餐廳,高雄市
高雄東山鴨頭,高雄市
海寶國際大飯店- 2F吉祥廳,高雄市
黃金愛河,高雄市
高雄牛乳大王,高雄市
高雄國賓大飯店-i River愛河牛排海鮮自助餐廳,高雄市
高雄翰品酒店-雨桐廳/泉動廳/芒種廳,高雄市
高雄圓山大飯店,高雄市
SikaTeahouse希咔創意商行,高雄市
人田美濃客家菜,高雄市
小樂食義麵坊 Viva La Pasta,高雄市
老四川巴蜀麻辣燙,高雄市
信誼餐廳,高雄市
翰品酒店-品日式料理,高雄市
海景海灣宴席會館,高雄市
董師傅手工麻糬,高雄市
瘋味美食館,高雄市
蒸鮮腸粉港式飲茶,高雄市
渝陽川菜(渝陽川味小吃),高雄市
福容大飯店,高雄市
肉圓進彰化香菇肉圓,高雄市
寒軒大飯店,高雄市
寒軒美饌會館-陽明店,高雄市
寒軒高雄商旅-2樓都會美饌,高雄市
寒軒國際大飯店-2樓茶苑,高雄市
寒軒國際大飯店-40樓觀海軒,高雄市
漢來蔬食(巨蛋店),高雄市
漢來大飯店-牛排館,高雄市
漢神大飯店-鐵板燒,高雄市
漢來大飯店-池畔餐廳,高雄市
日本料理弁慶,高雄市
漢神大飯店-港式海鮮火鍋,高雄市
紅陶上海湯包,高雄市
翠園粵菜餐廳,高雄市
福園台菜餐廳,高雄市
漢來大飯店-糕餅小舖,高雄市
漢來海港,高雄市
Mixer Bar 攪拌器美式小酒館,高雄市
麗尊酒店-艾可柏菲自助餐廳,高雄市
食尚藝術,高雄市
粉紅窩咖啡屋,高雄市
喜憨兒天鵝堡餐廳,高雄市
Deer Grassland 鹿仔草冰店,高雄市
ICE+艾司加冰屋,高雄市
古錐家,高雄市
那個年代杏仁豆腐冰,高雄市
那間手作霜淇淋,高雄市
東門茶樓,高雄市
枝仔冰城,高雄市
皇冠冰城,高雄市
高雄大碗公冰,高雄市
日食生活,高雄市
小螞蟻手作烘焙坊,高雄市
綿菓子工坊,高雄市
橋南水磨豆花,高雄市
鹽埕吳家豆花,高雄市
九記食糖水,高雄市
奈良櫻手作烘焙,高雄市
Fun Tower日式可麗餅,高雄市
吉初豆花,高雄市
波波莉可洋果子,高雄市
先生 SENSEI千層,高雄市
書店喫茶 一二三亭,高雄市
裸體主義,高雄市
光悅茶屋Koetsu Teahouse,高雄市
三餘書店,高雄市
兔思糖法式甜點,高雄市
亞力的家法式薄餅小館,高雄市
蘿芙甜點Loft P?tisserie,高雄市
E'Z Chocolat手工巧克力(青年路),高雄市
Macchiato-手作千層蛋糕專賣,高雄市
南風洋菓子,高雄市
TST,高雄市
NaMa奈瑪烘焙工坊,高雄市
Velvet patisserie 法絨法式手工甜點,高雄市
貝瑞家,高雄市
朵莉甜廚,高雄市
梅森維拉玻璃屋,高雄市
品黑,高雄市
艾樂比,高雄市
歐朵貝兒杯子蛋糕手創坊,高雄市
Dogoodcoffee&dessert,高雄市
Poppy waffle高雄左營,高雄市
伴珈家,高雄市
Saycheese起司餃專賣店,高雄市
米卡希達墨西哥廚坊,高雄市
迪立印度健康蔬食坊,高雄市
高雄H2O水京棧國際酒店-京悅軒,高雄市
豚將日本拉麵-六合店,高雄市
著火的牛,高雄市
黛麗莎拉丁美洲西班牙餐廳,高雄市
MLD台鋁美食街-悅品點心,高雄市
Trattoria Venti,高雄市
上品齋山東水餃專賣店,高雄市
川寧食堂,高雄市
成台灣虱目魚專賣店,高雄市
果貿吳媽家,高雄市
德藝小築 German Kitchen,高雄市
冒煙的喬美式墨西哥餐廳-高雄自由店,高雄市
馬扎爾東歐餐館,高雄市
莎曉克羅埃西亞廚房Croatian Kitchen,高雄市
路竹四寶双生魠魚焿,高雄市
青島餃子專賣店,高雄市
五六煎餃製造所-鼎山店,高雄市
卡茲咖啡Katsicafé,高雄市
合羽亭,高雄市
泰餃情泰式料理餃子專賣店-瑞豐夜市店,高雄市
餃子の王將 高雄漢神巨蛋店,高雄市
棉花堡土耳其餐廳,高雄市
咖啡林咖啡,高雄市
Acc cafe de coeur 真心豆行,高雄市
方寸之間,高雄市
CHIC CAF? 奇可小廚,高雄市
溫室造咖,高雄市
Cest La Vie 瑟拉威咖啡館,高雄市
路易?莎 咖啡Louisa Coffee  高雄中正店,高雄市
貓頭鷹咖啡,高雄市
洛斯特ROAST,高雄市
Amis café 鑀覓咖啡,高雄市
atti咖啡研究工坊,高雄市
和。好珈琲店,高雄市
都提咖啡 Dutty,高雄市
一等一咖啡茶飲,高雄市
元啡驢派,高雄市
Booking書局,高雄市
大城。小事咖啡館,高雄市
美森咖啡 Artisan Cafe,高雄市
謎思咖啡,高雄市
握咖啡 OH！cafe,高雄市
海岸咖啡(大碗公咖啡),高雄市
查理布朗咖啡Charlie Brown Café,高雄市
黛西堂咖啡豆舖,高雄市
卡契芬世界冠軍咖啡,高雄市
CUP CAFE' 杯子咖啡館,高雄市
My Cofi,高雄市
TaMa 咖啡館,高雄市
馞咖啡 Balmy Café,高雄市
爵爵&貓叔商行,高雄市
咖啡自然醒,高雄市
歐舍咖啡 高雄店,高雄市
歐客佬Oklao咖啡農場,高雄市
中外餅鋪,高雄市
奎克咖啡,高雄市
卡啡那 Caffaina Coffee Gallery,高雄市
鼻子咖啡,高雄市
左屏商行(咖啡中學),高雄市
MATTONI Deli Café馬多尼生活餐坊,高雄市
各比伊咖啡Gavagai Café,高雄市
季洋莊園咖啡館,高雄市
咖啡。香鞏鞏,高雄市
東照山咖啡休閒農場,高雄市
大樹有機紅豆咖啡,高雄市
Choosy Gourmet 啡嚐挑剔,高雄市
25巷3號caffe,高雄市
好好 good days,高雄市
聖壬園濃縮咖啡,高雄市
僑香咖啡,高雄市
果然真好果汁屋,高雄市
果圓創意茶飲,高雄市
雲家檸檬大王-熱河店,高雄市
鮮果時間-No.7 五福大統店,高雄市
小飲涼茶-高雄總店,高雄市
水巷茶弄-文橫店,高雄市
本家御守茶飲,高雄市
有時喝茶,高雄市
香茗茶行(1946)雷芽茶飲聯名概念店,高雄市
神農本舖,高雄市
茶仙,高雄市
黑糖奶奶三犬本舖,高雄市
極渴,高雄市
Mini氫一下,高雄市
My Way覓味,高雄市
太和元氣 冰品,高雄市
文誠蜂蜜,高雄市
打勾勾美髮餐廳,高雄市
麥克山丘軟式可麗餅-高雄南屏總店,高雄市
Old.Trick 佬掉牙商行,高雄市
掌門精釀啤酒-青海店,高雄市
畫坊咖啡餐酒館,高雄市
萬吧 ONE BAR,高雄市
舊鎮餐酒館,高雄市
藍色狂想Blue Fantasy,高雄市
étage 15 Night Bar,高雄市
On the Bridge 紅橋餐廳,高雄市
城市商旅真愛館 璀璨星空Sky Bar,高雄市
大坪頂觀景休閒館,高雄市
老疊香麻辣火鍋,高雄市
小越廚創意越式料理,高雄市
XM麻辣鍋岡山店,高雄市
春囍打邊爐,高雄市
舞古賀鍋物專門店,高雄市
愛食鍋麻辣鴛鴦,高雄市
木森林香草園,高雄市
美崙山溫泉渡假山莊,高雄市
霖園土雞城,高雄市
右湶咖啡廣場-林園店,高雄市
岡山牛牛肉涮涮鍋,高雄市
岡鐵牛鍋物工廠,高雄市
貓頭鷹鍋物,高雄市
原生青藝饌,高雄市
星野肉肉鍋,高雄市
頤和酸菜白肉火鍋,高雄市
冬鄉小廚,高雄市
國蘭花園VILLA會館,高雄市
永安西海岸餐廳,高雄市
風見鷄 鍋物食堂,高雄市
蒸任性活體海鮮蒸氣鍋,高雄市
咕咚鼎私房養生火鍋,高雄市
Smile One精緻涮涮鍋,高雄市
天水玥秘境鍋物殿,高雄市
鮮蒸霸蒸氣海鮮塔,高雄市
繫前緣咖啡館,高雄市
大宅門乾鍋鴨頭一鍋二吃,高雄市
賽門汕頭火鍋,高雄市
鼠尾草cafe鄉村廚坊,高雄市
茉荳獨享鍋,高雄市
星洲火鍋,高雄市
吉林夜市,高雄市
苓雅自強夜市,高雄市
海瑞食品有限公司,新竹市
傻瓜肉粽,新竹市
南興食品股份有限公司,新竹市
新竹黑貓包,新竹市
新竹牧場食品,新竹市
愛家食品商行(惟客多精緻烘培屋),新竹市
新美乃斯食品行,新竹市
福記摃丸,新竹市
吳家莊,新竹市
南門當歸鴨,新竹市
城隍廟柳家肉燥飯,新竹市
漁香甜不辣,新竹市
三廠姜店,新竹市
李家店南京鹹水鴨,新竹市
家傳小吃(新農街水餃美食館),新竹市
世和小館(原三和食堂),新竹市
英美食坊,新竹市
傳家生活小館,新竹市
新天地美食館,新竹市
阿霞小吃,新竹市
和家飯館,新竹市
美鵝王,新竹市
客家大湯圓,新竹市
松旺客家大湯圓,新竹市
中華麵店,新竹市
菜園上海餐廳,新竹市
車站肉羹麵,新竹市
馨之味,新竹市
榮記客家湯圓-武昌店,新竹市
福樂麵店,新竹市
倆相好私房料理,新竹市
三億客家湯圓,新竹市
